annee;sex;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104; 105 ou +
1990;M;383979;384572;385922;391708;388035;382830;377673;404678;408909;410641;388008;378807;382456;371857;385875;413949;442867;455499;455939;445471;437997;428324;424616;431552;433185;436726;433002;421674;427413;428789;430658;422922;425679;424268;424541;426886;422657;433595;427509;449234;445672;449028;442719;421557;321678;316405;310497;291261;261393;275536;291066;288660;287450;291757;288418;296440;290132;300559;295533;298955;282091;279296;269672;266439;260260;247859;244436;239209;240955;240528;140751;118687;101008;90876;108927;153094;147742;139603;121006;116187;103554;94246;80381;71171;61096;51026;42610;36019;28454;20960;15562;11233;8057;5682;3252;2351;1620;932;710;370;470;0;0;0;0;0
1991;M;384517;380963;387026;386306;393325;389259;383814;378109;405575;409922;410856;388623;379559;383222;372521;385928;414253;442415;453260;451913;440719;432725;423517;421060;429324;431722;437434;434240;422870;429012;430424;432023;423629;425921;424354;424490;426938;422046;432780;426959;448360;444395;447739;441269;419951;320307;315140;309039;289837;260006;273906;289292;286929;285144;289315;285958;293602;287068;297176;291789;294757;277897;274627;264670;261166;254891;242655;238649;233020;234469;233580;136318;114369;96941;86920;103763;145124;139252;130733;112615;107189;94610;85177;71916;62732;53338;43818;36128;29929;23147;16673;12265;8559;6015;4103;2297;1636;1088;610;480;455;0;0;0;0;0
1992;M;382217;381174;383499;387142;387846;394557;389788;384248;379243;406065;410312;411253;389671;380111;383984;373490;386502;414149;440689;449268;448272;435676;427876;419836;418339;428163;432148;439058;435966;424827;430787;431758;432990;424012;426325;424780;424527;426638;421626;432183;426226;447099;443109;446113;439574;418201;318870;313761;307648;287992;258752;272241;287405;284680;282849;286852;283335;290613;283789;293314;287803;290112;273286;269516;259637;255847;249561;236828;232494;226657;227819;225941;131733;110014;92864;83001;98343;137116;130751;121767;104002;98088;85904;76345;63647;54977;46183;37282;30169;24542;18672;13181;9398;6413;4468;2911;1594;1129;732;399;577;0;0;0;0;0
1993;M;374431;378380;383124;383576;388355;388975;395021;389700;385279;379898;405851;410751;411953;390378;380481;384874;374684;386282;412840;437576;446019;444141;431176;424566;417598;417350;429279;433647;440879;437973;426809;432173;432713;433661;424302;426695;425179;423982;426313;421202;431235;425102;445734;441463;444175;437552;416410;317157;312384;305826;286206;257374;270453;285166;282255;280558;284237;280270;287524;280094;289246;283570;285201;268328;264306;254387;250262;243620;230962;226115;220249;220665;218274;126866;105357;88600;78871;92932;128963;122063;112987;95555;89299;77355;67895;55875;47709;39490;31401;24850;19882;14901;10259;7032;4675;3232;2052;1085;770;493;570;0;0;0;0;0
1994;M;357198;370510;380132;383054;384948;389406;389574;395071;390380;386037;380020;405924;411648;412528;391051;381157;386123;375365;385040;409890;434295;441776;439918;427321;421569;415632;417044;429967;434061;441907;438819;427369;432274;432177;433382;423780;426383;424223;422991;425641;420283;429689;423810;443782;439571;442116;435487;414342;315385;310587;304133;284509;255954;268288;282777;279820;278053;281214;277117;283976;276200;284847;279026;279946;263060;258899;249062;244449;237398;224693;219632;213420;213509;210055;121914;100587;84264;74510;87380;120625;113172;103686;86909;80346;68783;59511;48278;40658;33115;25942;20089;15840;11462;7875;5012;3297;2232;1446;705;498;633;0;0;0;0;0
1995;M;357387;353397;372212;379987;384219;386132;389836;389671;395719;390701;386169;380278;406335;412220;412962;391883;382109;386588;374840;382007;406820;430043;437417;436170;423790;418957;414516;416526;429963;434052;442278;438869;426888;431603;431077;432697;422904;425245;423086;421946;424708;418952;428079;422238;441707;437495;439893;433147;412272;313267;309001;302377;282671;254323;266030;280442;277330;275249;278198;273466;280538;272159;280372;274153;274390;257933;253306;243364;238484;230928;218532;213023;206499;206139;201567;116989;95708;79818;70296;81725;112410;104435;94780;78649;71829;60727;51758;41486;34280;27438;21175;16085;12449;8783;5920;3537;2339;1527;990;465;727;0;0;0;0;0
1996;M;366497;354153;355063;371964;381074;385187;386696;389783;390404;396023;390386;386429;380901;406496;412714;413547;392867;382191;385772;372593;378342;402957;425890;433824;432998;421123;417826;413920;416031;430117;433999;442400;438274;425809;430578;429637;431740;421307;424071;421975;420470;423493;417517;426064;420435;439358;435365;437423;430762;409705;311186;307386;300588;280457;252697;263896;277948;274449;272310;274707;269711;276674;267830;275275;268987;268468;252377;247291;237269;231949;224230;211996;206182;199070;198103;192761;111738;90540;75222;65667;75945;103878;95602;85840;70386;63514;52772;44446;34941;28398;22339;16939;12560;9454;6576;4369;2452;1542;976;647;761;0;0;0;0;0
1997;M;370394;362948;356375;354716;373002;382024;385611;386814;390446;390832;395845;390288;387147;381351;406649;413501;414559;393333;381377;383727;369794;375209;399405;422593;430948;430667;419897;417251;413194;415855;430427;433676;442126;437307;424617;429637;428116;430202;419801;423040;420667;418673;422135;415834;424037;418650;436898;433111;434988;428026;407241;309229;305736;298467;278168;251054;261502;275264;271374;269051;270986;265719;272465;262957;270091;263700;262317;246594;240902;230786;225339;217117;205065;198584;191482;189868;183388;106217;85333;70481;60958;69951;95159;86583;76852;62225;55443;45230;37465;28947;23119;17789;13260;9491;7009;4842;3136;1611;1026;595;859;0;0;0;0;0
1998;M;366488;366648;364685;356425;355644;373826;382351;385606;387711;390862;390746;395935;390717;387696;381816;407157;414691;414859;392853;379173;380894;366287;372082;396466;419908;428948;429871;419284;416761;413131;415840;430629;433086;441601;436467;423686;428746;426200;428776;418406;421837;419145;416995;420607;414128;421941;416805;434299;430821;432097;425362;404876;307200;303750;296318;276062;249360;258917;272425;268144;265808;267274;261407;267983;258106;264702;258369;255965;240643;234295;224305;218398;209812;197703;191070;183479;181338;173953;100628;79901;65648;56352;64027;86593;77804;68285;54591;47785;38419;31006;23579;18365;13835;10211;7073;5068;3552;2206;1057;668;871;0;0;0;0;0
1999;M;369458;363034;368315;364436;357864;356493;374193;382375;386566;388582;391032;391208;396800;391333;388563;382937;408459;415437;414388;391024;376420;377524;362973;370955;394555;418372;428882;429947;419161;417157;413566;415922;430520;432333;441018;435571;422642;427300;424182;427444;416828;420265;417520;415009;419001;412264;419729;414704;431678;428157;429321;422649;402329;304855;301776;294251;273928;247415;256202;269327;264827;262261;263305;256824;263450;253057;259305;252609;249527;234350;227585;217382;211247;202213;190377;183057;175062;172358;164177;94794;74425;60644;51643;57977;77817;69019;59688;47125;40428;31921;25300;18923;14308;10642;7689;5200;3622;2636;1584;700;432;244;135;40;34;53
2000;M;373270;370551;365192;370752;366867;359681;358669;376303;384353;389273;391935;394992;394696;400028;393842;389617;383102;408375;413243;411055;386011;372368;374141;360624;369248;392995;417401;428777;430045;420777;418900;415909;417911;432236;433210;441535;436131;423034;427667;424822;427166;416611;419847;416781;414176;417934;411155;418827;413442;430492;426664;427971;421306;400699;303546;299850;292372;272280;245361;254187;266657;261899;259229;259842;253066;259163;248821;254528;247221;243998;228447;221119;210804;204221;194810;182722;175067;166482;163026;154399;88188;68977;55695;46942;51905;68984;60483;51275;39847;33567;25981;20086;14754;10898;7944;5613;3665;2536;1808;1095;419;244;123;83;24;62
2001;M;387722;374169;372529;367816;373231;368952;361440;360773;378443;386176;391940;395046;398732;397860;403032;396046;390676;383912;407726;410251;406929;381572;369321;371877;359225;368282;392330;417367;429403;431182;422847;420933;418125;419714;433788;433990;441919;436613;423481;428155;425217;426757;416343;419166;415933;413207;416827;409904;417726;412130;429181;425012;426536;419716;399047;301854;297846;290291;270679;243197;251841;263847;258913;255835;256161;249332;254511;244341;249610;241587;238099;222482;214629;204002;197025;187231;174835;166693;157834;153590;144628;81594;63329;50567;42287;46143;60490;52488;43697;33279;27558;20723;15670;11281;8158;5841;4044;2529;1709;1235;739;230;130;66;48;64
2002;M;384383;389128;376088;374917;370449;375281;370976;363173;362868;380462;388120;394462;398032;402208;400728;405688;398204;392489;384134;406123;406411;403437;378268;367516;370908;358849;368448;392764;418311;431255;432960;425456;422991;420229;421429;434934;434744;442304;437074;423974;428411;425408;426245;415855;418408;414946;412116;415444;408454;416513;410672;427690;423255;424840;418027;397007;300214;295564;288283;268837;240673;249290;260785;255703;252301;252330;245181;249807;239779;244229;235889;232046;216048;207912;197012;189555;179373;166698;158209;149034;143793;134604;74784;57621;45564;37757;40545;52406;44765;36642;27389;22106;16202;12077;8417;6100;4172;2818;1674;1130;808;528;137;70;30;86
2003;M;379809;385314;391648;378635;377383;372658;377287;372910;364980;364862;382523;390029;396906;400786;405349;403356;408378;401392;393757;383302;403535;403200;401027;376287;366736;370707;359477;369380;393948;420251;433488;435005;427851;424630;421968;422711;435880;435281;442606;437678;424193;428484;425698;425485;415285;417494;413899;410790;413971;406996;415211;408903;426126;421220;422990;415880;394783;298128;293297;285942;266587;238101;246549;257604;252109;248624;248243;240876;244686;234758;238675;229784;225674;209422;200861;189767;181845;171229;158199;149507;139723;133751;124468;68165;51987;40657;33400;35018;44751;37663;30117;22069;17298;12272;8966;6237;4417;2891;1891;1127;682;565;383;64;43;83
2004;M;378775;380313;387329;394794;381458;379460;374858;379265;374908;366747;366898;384518;391893;399158;403337;407968;405458;411023;403584;394404;381548;401224;400784;399607;375194;366647;371394;360729;371091;396243;422800;436094;437077;429912;425954;423296;423863;436581;435872;442908;437851;424278;428593;425713;424611;414603;416409;412713;409415;412371;405392;413604;407113;424244;419144;420823;413502;392095;296081;290720;283302;264253;235244;243514;254077;248374;244631;244012;236430;239175;229483;232744;223351;219004;202371;193454;181669;173499;162650;149256;140210;130042;123266;113769;61337;46294;35739;29097;29682;37330;30711;23970;17230;13174;9052;6441;4345;3069;1898;1197;672;435;395;292;32;86
2005;M;382362;378646;381991;390102;398266;384166;381723;377107;381422;377028;368694;369077;386671;393803;401536;405691;410871;408665;413633;404905;393005;379644;399547;399403;399010;374773;367299;372512;362734;373621;398533;425242;438275;438502;431386;426622;424197;424546;437156;436286;442768;437788;424288;428314;425505;423603;413811;415194;411376;408003;410723;403589;412173;405184;422468;416896;418739;411044;389579;293946;287988;280730;261786;232330;240382;250585;244547;240621;239845;231773;233871;224137;227058;217004;212106;195442;186179;173691;165487;154218;140326;131269;120789;113435;103833;55005;41190;31246;25139;25054;31021;25119;19167;13444;10098;6700;4580;3034;2146;1310;747;446;273;280;218;84
2006;M;384104;382521;379582;384338;393085;401481;386982;383820;379309;383486;379098;370558;371160;388636;395648;403434;408025;413621;411211;414701;404388;391786;378445;398905;398784;399058;375097;368366;373683;365369;376195;400745;427113;439757;439256;432240;426855;424570;425135;437456;436292;442394;437705;424069;427945;425182;422452;412743;413756;409935;406281;408840;401791;410505;403164;420344;414478;416181;408301;386673;291527;285137;277884;259088;229177;237006;246822;240498;236392;235040;226859;228163;218304;220803;210139;204887;188234;178418;165589;156871;145377;131101;121791;111033;103193;93684;48488;36035;26846;21297;20797;25054;20006;14878;10103;7426;4703;3088;1922;1450;876;473;283;183;201;251
2007;M;394415;385454;384443;382993;388409;395029;404996;388992;386316;381873;386097;382081;372521;373205;390326;398091;407909;410753;414862;410097;409834;397336;385460;374174;396378;396854;398322;375869;369713;376439;367615;379862;404209;430032;442664;441825;433291;429512;425966;425972;437843;438137;443295;437985;423689;427683;424933;422216;412364;413090;409301;404389;408057;400673;408107;400597;418076;412669;413077;404871;383399;288670;281403;274341;256063;225766;232516;243129;235695;231575;230390;221891;222403;212181;214085;202974;197587;180094;169979;157377;147912;136711;121780;111868;101504;93024;83221;42336;30866;22846;17722;16781;20175;15396;11068;7379;5252;3287;2101;1238;1031;501;266;173;104;277
2008;M;388304;396099;387095;386035;385932;391509;397363;406543;390713;387981;383823;387764;384626;374228;374238;391718;402583;410815;410349;412485;405407;401879;391978;380823;371614;393786;395565;397515;376880;370837;378378;369676;382134;406131;431757;444026;443877;435715;429571;427024;427802;438664;438909;443246;437431;423632;426076;424597;421819;410742;411988;407617;403237;405813;398104;405470;398221;415808;409511;410058;400926;380313;284948;278031;271119;251816;222329;229594;239370;231245;226688;225187;216538;217045;205137;207121;194981;190063;171493;161349;148888;137994;127199;112678;101665;91633;82845;72979;36736;26333;19176;14329;13305;15869;11725;8072;5273;3627;2178;1374;755;498;262;143;115;282
2009;M;392701;389836;397567;390034;389096;388308;393995;398979;408504;392216;389594;385155;388984;386139;376171;375999;397600;404198;410452;408570;408259;398243;395214;387507;377515;370152;392470;394749;399081;378418;372246;379252;371431;384102;408342;433173;446202;446112;437029;430348;427784;427751;437161;439527;443236;437270;423022;424999;422380;420899;408918;409596;405568;402232;404032;396080;403709;395613;412851;405361;406366;396354;375006;281071;274517;266882;247416;218271;225904;234637;226941;221577;219400;210620;210931;198233;199890;187528;182297;163411;152466;139652;128603;117460;103182;91727;81864;72954;63151;31279;22072;15504;11437;10582;12208;8489;5834;3747;2433;1436;881;430;301;146;92;320
2010;M;393249;393576;391177;399761;393093;392315;390131;395924;400289;409903;393672;390961;385722;390237;387091;378053;381934;401391;404956;409174;403259;399467;391458;390345;383119;374785;369222;392460;395166;400790;380265;374559;380670;372446;386305;411234;434119;448101;447907;437969;431093;427823;426268;437489;439194;442589;436765;422251;423918;420868;419625;408386;408140;403343;399057;401266;393442;400220;392108;408678;400826;401698;391265;370221;277190;269742;262186;242988;213864;221850;229530;222649;216477;213578;204703;204568;191039;192359;179819;173226;154668;143390;129927;118948;107468;93407;81879;72071;63371;54211;26277;18181;12685;9031;8003;9243;6219;4098;2539;1597;918;545;264;162;86;206
2011;M;398771;394476;395010;394147;403043;395183;394661;391790;397379;402106;411521;394077;391442;386346;391313;389026;383389;383844;401537;402605;403937;394866;391903;385969;385373;380695;373569;369032;393565;396201;403743;383332;377176;382415;375114;387355;412670;437093;449743;448060;438772;431579;427555;426389;436794;438579;441341;435937;421178;421756;419970;418358;407149;405794;401657;397009;399522;390342;397081;388124;403941;396077;396434;385944;365953;273640;265711;257397;238551;209891;217283;224811;217670;211044;207374;198592;197330;184042;184254;171784;164123;145554;133623;120822;108993;97795;83606;73034;62941;54118;45478;21576;14791;10072;6848;6149;6681;4295;2836;1771;1057;608;330;167;91;183
2012;M;388936;400171;396164;398336;398116;406489;398409;396428;395145;399605;404812;413871;395615;393412;388308;393382;390344;379747;377081;393972;393088;395707;389356;386413;383021;383829;380474;374721;369916;395350;398716;405970;385272;379675;385129;376556;388668;415205;437971;450271;448090;440301;431189;427077;426160;436278;437693;440696;436139;421204;420312;418677;415791;405584;404513;400160;394863;396687;387481;393279;384678;400589;390951;392275;380881;360485;269908;261644;253783;233855;206281;213136;219381;212883;205487;201444;192444;189509;176323;175679;163050;154483;136397;124598;110995;99481;87624;74602;64011;53865;45995;37501;17767;11729;7584;5121;4478;4725;3078;1936;1158;704;384;225;102;136
2013;M;388972;391106;400840;399974;403177;401639;409702;401054;399245;397860;401243;407387;415720;398124;395447;390235;394508;390458;378728;374489;390381;389142;390505;383488;382706;380053;381955;379906;375339;371735;397101;400821;408741;387056;381896;387450;378617;390777;415861;439008;451655;449008;440459;432126;427174;424754;435194;436643;440188;435669;419912;419819;417680;413738;404669;402676;398229;392750;394340;384254;390621;380991;395945;386204;386398;376559;355343;265994;257658;249207;230250;202444;207994;214456;207963;199814;195592;185526;182393;168540;167085;154797;144250;126690;114660;100908;89394;77827;65080;54897;45682;37977;30035;14040;8906;5584;3678;3178;3183;1974;1239;745;443;231;109;142
2014;M;381916;389997;391970;403087;403688;406124;403901;411848;403026;401502;399431;402606;409598;417901;400446;398408;391800;395365;388872;375863;370666;385942;383812;385314;380288;380572;378608;381749;380917;376818;373613;398794;403595;410890;389339;383958;390137;379819;392242;416527;439358;450953;447884;440988;432403;426355;425408;434701;436167;439213;434783;418171;419219;416649;412531;403629;400863;396354;389982;390766;381522;387095;377947;391595;382124;381682;372468;350919;262017;253460;245519;225878;198955;203072;209310;202419;193657;188805;178599;175130;160686;158026;145435;134265;117009;104709;90903;79466;68386;56236;46791;37822;30496;23703;10861;6528;4061;2579;2159;2182;1267;761;500;293;141;160
2015;M;375168;383123;391355;394520;406584;406632;409140;406463;414455;404902;403149;401147;403445;411877;420164;402838;399999;392434;392700;386661;370420;366000;379562;377459;380590;377296;378678;377431;381302;382969;379387;375137;400729;405319;411838;390600;384655;391968;380736;393138;415704;439660;449658;447671;440163;431669;425475;424675;433789;434994;437914;432848;416451;416994;414228;409560;400668;397491;393169;387177;387088;377896;382912;373488;386639;378549;377067;367519;345174;257275;249578;241173;221541;194381;198298;204311;196714;187168;182243;171106;167122;152758;148597;135896;124404;106880;94677;81811;69796;59408;48260;38941;30835;24501;18505;8269;4897;2930;1777;1497;1508;816;478;314;204;257
2016;M;369798;376648;384089;394226;398538;409725;409474;411589;408922;416730;406533;405033;402778;405764;414067;422571;404245;400520;390682;390155;382391;366095;360393;373798;373593;377917;375601;378018;377853;383085;385007;381163;377665;402637;407114;413665;392362;386361;393031;381659;393544;415967;438931;450133;447417;439142;431232;424754;424140;433003;433907;436647;431795;414882;415594;412421;407342;398321;394724;390091;384175;383597;374128;378436;368717;382413;373750;372075;361823;339391;253347;245074;236163;216620;189904;193266;198423;190081;180424;174815;163147;158600;143484;138665;125624;113822;96268;84685;71770;60288;50660;40016;31321;24415;18857;13893;5999;3502;1956;1208;1003;949;483;272;214;363
2017;M;361970;371285;377625;386959;398245;401679;412553;411921;414063;411213;418346;408417;406677;405108;407960;416502;424006;404781;398769;388116;385898;378069;360523;354622;369934;370944;376234;374931;378433;379665;385164;386836;383694;379612;404426;408993;415430;394090;387386;393986;382092;393894;415266;439404;449959;446530;438802;430599;424216;423422;431943;432660;435697;430270;413586;413856;410347;404911;395741;391715;387185;380682;379737;369680;373535;364735;377746;368690;366520;355779;333875;248807;240165;230984;211651;185151;187809;192005;183312;173270;167041;155328;149294;134137;128645;115075;103270;86207;74466;62375;51442;42426;32660;24857;18791;14123;10178;4301;2344;1279;775;611;615;265;151;461
2018;M;353352;363471;372260;380498;390979;401399;404509;415007;414390;416351;412847;420225;410063;408999;407317;410393;417916;424534;403062;396234;383847;381573;372450;354755;350760;367278;369286;375587;375351;380245;381763;386990;389374;385602;381479;406310;410736;417129;395139;388353;394430;382458;393270;415813;439300;449074;446207;438147;430189;423548;422453;430773;431725;434076;428891;412067;411939;408239;402412;392711;389037;383771;376804;375281;364979;369600;360165;372810;363081;360469;350137;327987;243879;235085;225881;206442;180014;181685;185499;176184;165745;159250;146323;139691;124573;118023;104619;92844;75894;64773;53353;42713;34537;25995;19114;13911;10165;7222;2893;1542;834;500;391;379;154;518
1901;F;361630;342674;333810;338536;342485;319947;328862;330234;314785;324087;308769;327800;321961;325194;325117;329845;330595;330500;328735;330243;316766;325413;318932;322733;331132;321284;319512;306617;316197;253144;287854;286255;271904;278649;282359;275929;275291;272752;267382;268709;258590;262204;240008;231768;239381;224473;223419;225555;230064;233623;229495;234283;214832;201069;207257;210112;199122;194769;189839;193748;184255;177752;165264;157088;161969;158128;144966;136609;125492;132384;123370;115321;102019;93767;88619;78470;73040;61215;55610;50443;45458;38240;30501;24996;21058;16801;13152;9756;6790;5222;3991;2726;1808;1170;743;488;304;184;111;58;79;0;0;0;0;0
1902;F;380110;342061;334587;329271;335266;340166;318174;327452;329203;314173;323772;308651;327545;321503;324448;324188;328860;329445;329161;327022;328001;314531;323064;316705;320063;328333;318406;316624;303862;313395;251027;285555;284534;270014;276302;279916;273448;272682;270180;264655;265994;256114;259602;237785;229398;236894;222024;220645;222975;227219;230583;226313;230654;211556;197367;203585;206241;194938;190733;186032;189421;179894;172540;160643;151836;156401;152304;138565;130325;119527;125198;116631;107144;94800;86208;80967;71412;65506;54915;48971;43481;38756;32172;25095;20331;16846;13233;10134;7278;4943;3831;2849;1870;1189;763;499;308;185;108;66;80;0;0;0;0;0
1903;F;376675;360525;334546;330783;326905;333136;338546;316827;326428;328661;314004;323702;308478;327169;320727;323451;323190;327895;328285;327337;324680;325756;312432;320855;314095;317376;325464;315632;313991;301094;310793;248826;284038;282558;267687;273854;277428;271080;270190;267450;262096;263578;253677;257257;235343;227009;234263;219345;218232;220295;224252;227384;223016;227210;207809;194092;199933;202113;190886;186901;182105;185078;174997;167715;155517;146885;150806;146022;132259;124213;113205;118391;108644;99661;87316;79256;73555;64819;58275;49049;42865;37205;32823;26675;20528;16312;13352;10278;7706;5467;3581;2712;2009;1263;789;524;323;192;113;64;83;0;0;0;0;0
1904;F;368650;357310;353191;330241;328961;324872;331755;337246;315798;325793;328439;314006;323572;308168;326455;319709;322392;322159;326858;326685;324965;322289;323607;310512;318345;311460;314486;322614;313064;311371;298614;308167;247467;282318;280180;265274;271377;275041;268746;267462;264811;259708;261129;251544;254787;233042;224626;231436;217055;215728;217489;221108;224064;219918;223225;204434;190703;195801;197968;187119;183186;178081;179942;170407;162242;150545;141785;144425;139474;125979;117718;107131;110169;101315;91887;80163;72347;66360;58101;51166;43073;36886;31398;27224;21701;16279;12708;10276;7761;5669;3963;2570;1936;1399;874;554;336;193;113;59;81;0;0;0;0;0
1905;F;362817;348567;348672;348678;327801;327982;323431;330835;336343;315228;325630;328473;313910;323275;307534;325506;318596;321229;320995;325286;324385;322458;319949;321509;308102;315710;308639;311665;320011;310457;308942;296119;306411;245903;280201;277754;262877;268994;272666;266204;264820;262325;257356;258978;249211;252352;230596;221930;228940;214646;213135;214570;217795;220792;216156;219500;200921;186906;191655;194002;183218;179201;173245;175021;165086;156972;145363;135856;137855;132915;119241;111345;99594;102552;93415;84309;73096;65132;59046;51415;44138;37388;31411;25737;21983;17027;12531;9662;7679;5680;4073;2830;1781;1341;969;564;350;207;115;63;86;0;0;0;0;0
1906;F;359975;341880;340761;344655;345781;325867;327629;322235;330134;335791;314976;325595;328357;313621;322666;306662;324454;317465;320066;319380;323135;322141;320086;317723;319015;305651;312961;305842;308998;317389;308094;306389;294293;304361;243907;277946;275149;260417;266668;270122;263662;262256;259729;255001;256349;246720;249639;227744;219403;226105;211817;210116;211293;214509;216892;212608;215557;196823;182945;187633;189804;178882;174190;168390;169105;159599;151147;139120;129628;131178;125736;112478;103360;92532;93182;86899;76373;65764;58006;51876;44835;37439;32079;26201;20797;17472;13186;9461;7180;5605;4029;2843;1934;1142;817;567;340;200;120;66;102;0;0;0;0;0
1907;F;357842;337550;330657;333511;344898;343906;323738;326902;321152;330566;335353;314545;325171;327961;313426;322510;306405;323966;316681;319047;318230;322033;320942;318683;315944;316865;303626;310910;303945;306671;314982;305671;303936;291897;301918;242071;275912;273564;258727;264543;267883;261400;259843;257272;252353;253735;244285;247108;225510;216839;223468;209229;207145;208446;211346;213523;208959;211400;192996;178682;183225;185082;173773;169018;163381;163667;154183;144834;133352;123185;124221;118680;104955;95778;85574;85262;79519;68644;58881;51375;45040;38463;31612;26534;21361;16540;13716;10023;6991;5248;4025;2848;1977;1297;725;517;339;192;114;60;101;0;0;0;0;0
1908;F;345313;339345;332339;325505;334711;342529;341691;322539;326459;321698;330028;334965;314160;324783;327667;313249;322280;305969;323291;315705;317755;317081;320938;319642;316735;313661;314626;301734;308928;301624;304229;312441;303139;301813;289386;299359;240159;274481;271810;256630;262045;265558;258991;257449;254612;249689;251223;241738;244521;222955;213945;220610;206310;204371;205248;207785;209801;205128;207224;188408;174277;178579;179501;168428;163697;157812;157840;147438;139285;126338;116048;117086;110068;96812;88013;77748;76842;71607;60544;51755;44216;38471;31671;25759;21382;16842;12874;10459;7394;5136;3706;2827;1926;1322;756;466;337;212;103;63;77;0;0;0;0;0
1909;F;353470;329021;333957;326194;328515;333046;339787;340496;321615;327723;321255;329629;334589;313854;324618;327642;313105;321883;305360;322457;314533;316640;316042;319924;317997;314443;311510;312746;300058;306770;299341;301832;309954;300950;299582;286909;297274;239074;273042;269753;254367;259913;263281;256923;254865;252121;247375;248849;239491;241846;220292;211314;217458;203740;201516;201927;204141;206101;201396;202532;183835;170376;173560;174269;163255;158738;152389;151583;141321;132641;119617;109973;109096;102249;89461;80557;71122;69267;64063;53709;45164;38546;32512;26548;20966;17203;13408;9990;7973;5621;3707;2681;1955;1333;898;506;292;201;120;61;78;0;0;0;0;0
1910;F;348259;337927;324492;327241;327835;328614;331000;337919;339519;322262;327885;320938;329217;334245;313629;324522;327598;312864;321384;304634;321443;313407;315453;315098;318505;315901;312318;309492;311052;298236;304570;296986;299434;307642;298697;297431;284699;295681;237940;271075;267511;252227;257668;261199;254432;252257;249604;244997;246535;236989;238969;217568;208273;214526;200740;198364;198317;200322;202157;196764;197734;179386;165594;168266;168694;157691;152958;145818;144718;134121;125217;112732;102168;100667;94075;81303;73243;62894;60932;56594;45950;38884;32371;26675;21493;16422;13524;10227;7483;5853;4030;2618;1847;1323;857;576;299;163;126;70;64;0;0;0;0;0
1911;F;357324;333822;333373;318277;328462;326763;328385;329873;336329;340190;321921;328172;320623;328791;334011;313548;324410;327456;312455;320638;303722;320418;312367;314401;313724;316684;314011;310374;307770;309170;296300;302458;294733;297368;305363;296686;295760;282731;294047;236402;269034;265402;250206;255604;258812;252060;249950;247215;242919;244063;234429;236232;214628;205731;211596;197680;195204;194898;196747;198011;192443;193370;174506;161101;163559;163311;152505;146956;139939;138197;127537;118873;105590;95319;93163;86346;74388;65567;56265;54120;49894;39738;33500;27502;21971;17405;12971;10597;7886;5609;4272;2916;1836;1282;909;542;379;194;99;78;63;0;0;0;0;0
1912;F;325751;330766;329799;327046;319116;327037;324975;327918;329001;336897;339980;321815;327881;320445;328492;333867;313205;323969;326770;311770;319716;302732;319246;310968;312898;312099;314772;312017;308372;305783;307052;294261;300185;292640;295279;303271;294680;293922;280770;292167;234551;266969;263262;248126;253382;256460;249778;247553;244769;240425;241443;231675;233132;211666;202746;208402;194406;191755;190998;192667;193461;187769;188381;169522;156446;158105;157547;146533;140464;133112;130916;119874;111397;97912;87748;84849;77852;66360;57909;49013;46887;43140;33419;27718;22323;17513;13589;9654;7861;5743;3940;2928;1949;1226;816;565;309;210;102;56;63;0;0;0;0;0
1913;F;342089;311484;327787;323529;327845;317744;325191;324544;327045;329601;336667;339910;321635;327781;320300;328332;333604;312860;323421;326146;310975;318811;301663;318043;309509;311265;310500;313022;310118;306477;303674;304993;292090;298114;290647;293298;301453;292895;292038;278971;290077;232874;264757;261181;246037;251143;254191;247581;245169;242308;237853;238872;228788;230111;208596;199651;204987;191137;188273;187242;188215;189143;183083;183537;164461;151554;152942;151799;140466;134082;126342;124268;112463;104425;90795;80743;77511;70317;59198;51363;42676;41117;37477;28645;23238;18391;14204;10801;7313;6008;4310;2893;2115;1366;823;567;364;188;131;66;67;0;0;0;0;0
1914;F;338531;326149;308774;321582;324359;326391;315938;324772;323723;327674;329431;336620;339726;321450;327639;320188;328054;333202;312419;322667;325289;310086;317713;300533;316678;307937;309567;308663;311131;308180;304490;301670;302859;290124;296178;288786;291566;299629;290976;290190;276851;288033;230938;262575;259084;243954;249010;251985;245211;242809;239617;235341;236145;225921;226896;205572;196427;201463;187645;184506;183010;183918;184460;178304;178503;159129;146588;147335;145628;134345;127144;119556;117172;105123;97197;83323;73524;69885;62837;52204;44770;40379;34621;31402;23359;18635;14515;10955;8252;6066;4309;3050;2013;1429;912;520;364;224;113;78;66;0;0;0;0;0
